question,source,retrieved_doc_ids
What are the mitigations suggested to address the risks associated with dealing with foreign individuals on projects that require precautions?,['11  - AIDCC National Security.pdf'],"['11  - AIDCC National Security.pdf', '11  - AIDCC National Security.pdf', 'project proposal.docx.pdf', 'project proposal.docx.pdf']"
What are some considerations and mitigations for organisations to address the risks of succumbing to foreign interference?,['11  - AIDCC National Security.pdf'],"['11  - AIDCC National Security.pdf', '11  - AIDCC National Security.pdf', 'ARM Hubs Responsible AI Policy.docx.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf']"
What is the risk associated with dealing with suppliers in or beholden to foreign countries?,['11  - AIDCC National Security.pdf'],"['11  - AIDCC National Security.pdf', '11  - AIDCC National Security.pdf', '230905 BAE Executed Contract AG00026513 Cobotics Edge.pdf', 'Minor Services Agreement.docx.pdf']"
How can the risk of technology leakage through unreliable supply chains be mitigated in product design and manufacturing processes?,['11  - AIDCC National Security.pdf'],"['11  - AIDCC National Security.pdf', '11  - AIDCC National Security.pdf', 'LLMOPs in Australian SME Manufacturing.docx.pdf', '16  - AIDCC TASCRC Project Exemplar.pdf']"
What impact has the implementation of the IMCRC grant and working with ARM Hub staff had on UAP between 2017 and 2022?,['17  - AIDCC ARM HUB - Case Studies.pdf'],"['17  - AIDCC ARM HUB - Case Studies.pdf', '17  - AIDCC ARM HUB - Case Studies.pdf', 'ARM Hub Brief, UQ Partnerships and DVCR 20230724[66].docx.pdf', 'ARM Hub Brief, UQ Partnerships and DVCR 20230724[66].docx.pdf']"
What are the core skills of the diverse team at UAP that drive their global leadership in public art and architectural design solutions?,['17  - AIDCC ARM HUB - Case Studies.pdf'],"['17  - AIDCC ARM HUB - Case Studies.pdf', '17  - AIDCC ARM HUB - Case Studies.pdf', 'Agrifutures RFQ Non CIC.pdf', 'ARM Hub Concept Design Workshops Proposal Final.docx.pdf']"
What are some of the key innovations and developments implemented by UAP to enhance its competitiveness and capabilities in the global market?,['17  - AIDCC ARM HUB - Case Studies.pdf'],"['17  - AIDCC ARM HUB - Case Studies.pdf', '17  - AIDCC ARM HUB - Case Studies.pdf', '17  - AIDCC ARM HUB - Case Studies.pdf', 'ARM Hub Brief, UQ Partnerships and DVCR 20230724[66].docx.pdf']"
What is the significance of the SMART FOUNDRY implementation completion in August 2022?,['17  - AIDCC ARM HUB - Case Studies.pdf'],"['MIQ Grant Application CS.docx.pdf', '20201124 Sun Metals Quote 30 Nov.pdf', '20201124 Sun Metals Quote 30 Nov (1).pdf', '16  - AIDCC TASCRC Project Exemplar.pdf']"
What technology adoption and investment journey did Verton Australia Pty Ltd undergo?,['17  - AIDCC ARM HUB - Case Studies.pdf'],"['17  - AIDCC ARM HUB - Case Studies.pdf', '17  - AIDCC ARM HUB - Case Studies.pdf', '17  - AIDCC ARM HUB - Case Studies.pdf', 'Voltin Ignite Ideas EOI  Draft 14 July.pdf']"
What is the significance of Verton's engagement with ARM Hub and its impact on the company's growth and achievements?,['17  - AIDCC ARM HUB - Case Studies.pdf'],"['17  - AIDCC ARM HUB - Case Studies.pdf', '17  - AIDCC ARM HUB - Case Studies.pdf', 'ATTACHMENT 1 ARM Hub Flyer.pdf', '17  - AIDCC ARM HUB - Case Studies.pdf']"
What is Verton seeking to incorporate in its next phase of innovations to actively detect problems and cement competitiveness?,['17  - AIDCC ARM HUB - Case Studies.pdf'],"['17  - AIDCC ARM HUB - Case Studies.pdf', '17  - AIDCC ARM HUB - Case Studies.pdf', 'Voltin Ignite Ideas EOI  Draft 14 July.pdf', 'Voltin Vision.docx.pdf']"
"What capabilities did Verton, ARM Hub, and QUT's network of robotics and AI experts aim to adopt by joining forces?",['17  - AIDCC ARM HUB - Case Studies.pdf'],"['17  - AIDCC ARM HUB - Case Studies.pdf', 'ATTACHMENT 1 ARM Hub Flyer.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '17  - AIDCC ARM HUB - Case Studies.pdf']"
What enhancements did Voltin make to their original prototype through a workshop process?,['17  - AIDCC ARM HUB - Case Studies.pdf'],"['ARM Hub Concept Design Workshops Proposal Final.docx.pdf', 'ARM Hub Concept Design Workshops Proposal Final.docx.pdf', 'ARM Hub Concept Design Workshops Proposal Final.docx.pdf', '17  - AIDCC ARM HUB - Case Studies.pdf']"
What technology did Voltin develop for inspecting high-rise building façades?,['17  - AIDCC ARM HUB - Case Studies.pdf'],"['Voltin Vision.docx.pdf', '17  - AIDCC ARM HUB - Case Studies.pdf', '17  - AIDCC ARM HUB - Case Studies.pdf', 'Voltin Ignite Ideas EOI  Draft 14 July.pdf']"
What is Voltin's plan for releasing AutoBat 3.0 this year and what technologies will it incorporate?,['17  - AIDCC ARM HUB - Case Studies.pdf'],"['17  - AIDCC ARM HUB - Case Studies.pdf', 'Voltin Ignite Ideas EOI  Draft 14 July.pdf', '17  - AIDCC ARM HUB - Case Studies.pdf', 'Voltin Vision.docx.pdf']"
What are the three projects to be delivered as part of Sun Metals' digital transformation priorities for its zinc refinery operations?,['20201124 Sun Metals Quote 30 Nov.pdf'],"['20201124 Sun Metals Quote 30 Nov.pdf', '20201124 Sun Metals Quote 30 Nov (1).pdf', '20201124 Sun Metals Quote 30 Nov (1).pdf', '20201124 Sun Metals Quote 30 Nov.pdf']"
What are the first three projects detailed in the document and how are they being delivered?,['20201124 Sun Metals Quote 30 Nov.pdf'],"['20201124 Sun Metals Quote 30 Nov (1).pdf', '20201124 Sun Metals Quote 30 Nov.pdf', '2021 04 23 Spot Robot - Draft Industry Program.docx.pdf', 'Infrastructure CoLab Briefing Note - Informal Working Group.pdf']"
What is James Cook University (JCU) known for in terms of research and applications in key fields?,['20201124 Sun Metals Quote 30 Nov.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf']"
What are Dr. Dan Christie's areas of expertise and experience in the field of engineering?,['20201124 Sun Metals Quote 30 Nov.pdf'],"['Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf']"
What is Dani el's industry experience and research focus?,['20201124 Sun Metals Quote 30 Nov.pdf'],"['Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf']"
What is David's expertise and previous work experience before joining ARM Hub?,['20201124 Sun Metals Quote 30 Nov.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf']"
Who won the 2020 WiT Technology Leadership Professional Award?,['20201124 Sun Metals Quote 30 Nov.pdf'],"['10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', '10 - AIDCC ARM Hub AI and Digital Capability Centre Experts v5.pdf', 'Biographies_Digital Capability Experts_v4_cl.docx.pdf']"
Who are the key Sun Metals staff and ARM Hub team members involved in Project 2: Co-creation of Digital Dashboard for Operator Handover?,['20201124 Sun Metals Quote 30 Nov.pdf'],"['20201124 Sun Metals Quote 30 Nov.pdf', '20201124 Sun Metals Quote 30 Nov (1).pdf', '20201124 Sun Metals Quote 30 Nov.pdf', '20201124 Sun Metals Quote 30 Nov (1).pdf']"
Who are the key staff members required to support the Slurry Contamination Quality Assurance System project?,['20201124 Sun Metals Quote 30 Nov.pdf'],"['20201124 Sun Metals Quote 30 Nov.pdf', '20201124 Sun Metals Quote 30 Nov (1).pdf', 'AIS-Water_ARM Hub NEO automated assembly line training proposal_Bosh_v1.pdf', 'AIS-Water_ARM Hub NEO automated assembly line training proposal_v1.docx.pdf']"
Who are the Sun Metals staff required to support the project and what are their roles?,['20201124 Sun Metals Quote 30 Nov.pdf'],"['20201124 Sun Metals Quote 30 Nov (1).pdf', '20201124 Sun Metals Quote 30 Nov.pdf', '20201124 Sun Metals Quote 30 Nov (1).pdf', '20201124 Sun Metals Quote 30 Nov.pdf']"
What is the estimated cost of hardware and software to Sun Metals for the project involving the co-creation of a Digital Dashboard for Operator Handover?,['20201124 Sun Metals Quote 30 Nov.pdf'],"['20201124 Sun Metals Quote 30 Nov.pdf', '20201124 Sun Metals Quote 30 Nov (1).pdf', '20210118_proposal_Sun Metals_Grab Crane Automation_final CS MN.docx.pdf', '20201124 Sun Metals Quote 30 Nov.pdf']"
What is the vision of the Mega-Event InnovationsConcept as of 13 January 2021?,['20210113_Mega Event CRC Concept Presentation.pdf'],"['Infrastructure CoLab Briefing Note - Informal Working Group.pdf', 'Arm Hub Workshop 02.02.2021 Final.pptx.pdf', 'Flyer-ManufacturingLinkage.pdf', 'Agrifutures RFQ Non CIC.pdf']"
What are the key focuses of MEGA CRC's solutions in delivering mega-events?,['20210113_Mega Event CRC Concept Presentation.pdf'],"['Infrastructure CoLab Briefing Note - Informal Working Group.pdf', 'CRC-P Kmart Benefits_v2.docx.pdf', 'ARMHub Brief.pdf', '2021 04 23 Spot Robot - Draft Industry Program.docx.pdf']"
What are the key focus areas of the MEGA CRC program?,['20210113_Mega Event CRC Concept Presentation.pdf'],"['CRC-P Kmart Benefits_v2.docx.pdf', '16  - AIDCC TASCRC Project Exemplar.pdf', 'Arm Hub Workshop 02.02.2021 Final.pptx.pdf', '16  - AIDCC TASCRC Project Exemplar.pdf']"
What is the main task of the ArrowES Cone Truck Safety Project?,['20210305_ArrowES Proposal_v2.pdf'],"['20210305_ArrowES Proposal_v2.pdf', '20210305_ArrowES Proposal_v2.pdf', '20210820_proposal_Sun Metals_Grab Crane Automation feasibility study_v4.docx.pdf', 'ARMHub Brief.pdf']"
What are the key considerations in the scope of the project outlined in the paragraph?,['20210305_ArrowES Proposal_v2.pdf'],"['project proposal.docx.pdf', 'initial assessment_Leakster_sprints_v1_05.04.22.docx.pdf', 'BRII Draft Application OLD.docx.pdf', 'BRII Draft Application OLD.docx (1).pdf']"
Who will primarily undertake the work in the Functional Safety Assessment project?,['20210305_ArrowES Proposal_v2.pdf'],"['20210305_ArrowES Proposal_v2.pdf', 'BRII Draft Application OLD.docx (1).pdf', 'BRII Draft Application OLD.docx.pdf', '20210305_ArrowES Proposal_v2.pdf']"
What factors will affect the timing and duration of the project delivery based on the team-based approach proposed?,['20210305_ArrowES Proposal_v2.pdf'],"['project proposal.docx.pdf', 'Project Plan.docx.pdf', 'Evolve Group Product Assembly MVP Project.docx.pdf', 'project proposal.docx.pdf']"
Who is the owner of the Equipment described in Section 1 of the Agreement?,['20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf'],"['DoraHand Equipment Lease Agreement 2021.pdf', '20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf', '20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf', 'DoraHand Equipment Lease Agreement 2021.pdf']"
What is the purpose of the Security Deposit in the agreement between Lessee and Dorabot?,['20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf'],"['DoraHand Equipment Lease Agreement 2021.pdf', '20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf', '20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf', 'DoraHand Equipment Lease Agreement 2021.pdf']"
What are the requirements for Lessee regarding the use and maintenance of the Equipment under this Agreement?,['20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf'],"['DoraHand Equipment Lease Agreement 2021.pdf', '20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf', '20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf', 'DoraHand Equipment Lease Agreement 2021.pdf']"
"Who shall own all feedback, comments, suggestions, ideas, concepts, and changes provided by Lessee regarding the Equipment according to the paragraph?",['20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf'],"['20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf', 'DoraHand Equipment Lease Agreement 2021.pdf', 'DoraHand Equipment Lease Agreement 2021.pdf', '20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf']"
Under what circumstances does Dorabot have the right to exercise various remedies according to the paragraph?,['20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf'],"['20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf', 'DoraHand Equipment Lease Agreement 2021.pdf', '20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf', '20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf']"
What is the process for returning the Equipment upon termination of the Agreement?,['20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf'],"['DoraHand Equipment Lease Agreement 2021.pdf', '20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf', '20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf', '20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf']"
"What are the Lessee's responsibilities in case of loss, theft, or damage to the Equipment after the Equipment Acceptance Date?",['20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf'],"['20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf', '20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf', 'DoraHand Equipment Lease Agreement 2021.pdf', 'DoraHand Equipment Lease Agreement 2021.pdf']"
What are the limitations of damages and remedies as stated in the paragraph?,['20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf'],"['20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf', '20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
"What happens to all prior negotiations, representations, and agreements between the Parties according to the Agreement?",['20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf'],"['ADR Project Agreement Draft 110121 (002).docx.pdf', 'AGOOO27312 ARM Hub Minr Services Agreement BAE Automated Edge Project.pdf', 'QUT-CSIRO Agrmt Professorial Appointment - rev29.3.2019 with CSIR.._.docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
"According to the paragraph, where must any legal action or proceeding with respect to this Agreement be brought?",['20211018_ARMHUB DoraHand Equipment Lease Agreement 2021_executed.pdf'],"['QUT-CSIRO Agrmt Professorial Appointment - rev29.3.2019 with CSIR.._.docx.pdf', 'QUT-CSIRO Agrmt Professorial Appointment - rev29.3.2019 with CSIR.._.docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf', 'ADR Project Agreement Draft 110121 (002).docx.pdf']"
What was the aim of the project investigating the feasibility of developing an automating banana de-handing solution in Australia's banana industry?,['20220315_Feasibility Report for improving banana de-handing with robotics_MN updated.docx.pdf'],"['results and recomendations TC 11052022.docx.pdf', 'results and recomendations TC 11052022.docx.pdf', 'results and recomendations TC 11052022.docx.pdf', 'results and recomendations TC 11052022.docx.pdf']"
What are the key research outputs and findings related to the integration of automation technology in banana de-handing based on the Department of Agriculture and Fisheries study?,['20220315_Feasibility Report for improving banana de-handing with robotics_MN updated.docx.pdf'],"['results and recomendations TC 11052022.docx.pdf', 'results and recomendations TC 11052022.docx.pdf', 'results and recomendations TC 11052022.docx.pdf', 'results and recomendations TC 11052022.docx.pdf']"
